type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,Total_PM10,Total_PM2.5,Total_NOx,Total_SOx,Total_CO,Total_HC,Total_CO2,Total_N2O,Total_CH4
reefer_ship,2010,0,28.29,21.21,0.23,6.85,10.26,4.42,16.24,21629.4,4325.9,True,C3,1049.4,16129.64676391372,14447.80969110674,929120.8457222532,36076.96683146714,95665.9891034991,37072.711179168444,59750288.56648478,2566.1432881852706,741.4542235833688
container_ship,1999,0,24.36,17.49,0.27,6.6,8.88,4.59,15.84,40409.2,8081.8,False,SV,1779.0,27029.907662720274,24267.695988764313,1716025.585306478,48749.98801442371,145261.20091873308,107282.43034174271,80524631.64528847,3646.4962516312016,2145.6486068348545
oil_tanker,1999,0,19.91,13.34,0.25,6.32,9.53,4.79,16.02,22799.6,4559.9,True,SV,287.7,6063.280019096133,5428.556058806666,524840.6102070289,14724.07487288562,35027.79348007279,14894.04935448856,24358969.75563135,1012.3623455580339,297.88098708977117
bulk_carrier,2024,0,29.849999999999998,23.83,0.29,5.73,8.21,5.28,15.36,20027.1,4005.4,False,SV,718.5,13038.179336140514,11737.8184570501,136182.3194655015,26623.80932336431,74286.99270658792,39963.06003191118,44004987.8929513,1876.8431664029013,799.2612006382236
container_ship,1997,0,22.539999999999996,16.49,0.24,5.81,9.68,5.21,15.75,27406.8,5481.4,True,C3,1422.2,12281.185605591709,10998.343910456679,970092.907092507,27870.572857399602,75025.23115120278,31189.020355079047,46126378.54238209,2053.697727712932,623.780407101581
ro_ro_ship,2007,0,25.38,17.74,0.2,7.44,11.69,4.07,20.5,10743.3,2148.7,False,C3,1851.8,5566.868576269741,5004.145809066285,338060.66935320664,11241.88076431572,29985.57587773237,16597.847677443257,18602648.61561677,803.5868369871305,331.95695354886516
reefer_ship,1992,0,17.18,10.77,0.23,6.18,10.46,4.9,16.6,31328.7,6265.7,False,SV,1797.5,17943.63624431478,16094.183096947583,1201666.5562476024,35621.87463378216,101449.34858240376,58560.13266519728,58892598.04437992,2545.8479788810964,1171.2026533039455
other_ship,2014,0,24.68,18.83,0.21,5.64,10.98,5.37,20.51,13688.2,2737.6,False,C3,1218.5,7726.630960252483,6962.911337233301,389821.33350924245,14728.376588606676,40040.769615737096,27070.98985206757,24347946.760421295,1076.649397311241,541.4197970413514
general_cargo_ship,2010,0,30.800000000000004,23.85,0.3,6.65,7.8,4.55,14.56,5858.1,1171.6,True,SV,1532.4,3174.820124022797,2843.3395481707007,196217.2063254392,7413.269223877903,18133.797562265667,7341.140961462737,12272956.605729133,510.3713122694218,146.82281922925472
reefer_ship,2023,0,25.93,19.72,0.26,5.95,8.95,5.09,16.61,24235.7,4847.1,True,C3,344.8,16673.219903705052,14937.833359145288,190278.96679477976,37351.88970468677,99363.9084163496,39157.70222312963,61855576.74509239,2681.931926013313,783.1540444625925
cruise_ship,2017,0,17.3,11.08,0.22,6.0,10.7,5.05,17.65,33158.8,6631.8,False,C3,1633.9,24095.62840623129,21725.990514394554,243891.66945064976,45367.71691887174,124583.24195342345,86876.17535182093,74991786.15079156,3334.5776780264787,1737.5235070364183
container_ship,1997,0,20.39,12.73,0.22,7.44,10.76,4.07,16.6,26366.8,5273.4,True,C3,1642.6,10404.819572642617,9315.661293042795,802264.0877757363,23434.254612354016,62592.061765951876,25103.42672150634,38797782.260026604,1695.0513765503297,502.06853443012676
container_ship,2014,0,17.72,11.95,0.25,5.52,9.47,5.49,18.52,39689.7,7937.9,False,SV,709.7,17612.44645111127,15881.653355936036,892070.9446714558,34278.58604486467,98739.91548400762,61119.22467607081,56650587.976256095,2463.8149900449735,1222.384493521416
bulk_carrier,2009,0,21.259999999999998,14.36,0.26,6.64,9.05,4.56,18.26,5890.5,1178.1,False,SV,1934.8,2998.7959019642685,2705.0167967382586,149288.59141914695,5591.293504570066,16328.852879121585,11088.848499788914,9240824.070817688,412.3208715385964,221.7769699957783
cruise_ship,2008,0,27.740000000000002,21.14,0.21,6.39,11.36,4.74,20.02,14961.7,2992.3,True,SV,575.6,12754.994291860117,11415.820641582566,848939.8208966316,28691.559283089147,73869.83053791185,27671.732780904378,47530995.04428721,1979.1935827080626,553.4346556180875
ro_ro_ship,2004,0,29.229999999999997,23.47,0.2,5.56,11.9,5.45,21.74,41552.3,8310.5,True,SV,877.7,21048.751143188932,18842.466060807466,1433233.3426997033,47886.55644661773,121449.72207141023,46541.03650316861,79313922.9217727,3300.6736287937974,930.8207300633721
oil_tanker,2011,0,19.07,12.41,0.23,6.43,10.09,4.71,15.69,12006.6,2401.3,True,C3,439.9,3288.916936607112,2953.415024222585,206466.0461801631,7542.18938826436,20518.993805284772,8947.588097040809,12475695.334295273,570.2395561166409,178.95176194081617
other_ship,1994,0,22.39,15.81,0.27,6.31,8.71,4.8,18.39,8541.1,1708.2,False,SV,424.4,4611.5539715403875,4138.430138249869,298083.39085009944,8561.42776995234,25095.27196828928,17221.712237574393,14148924.304235779,632.3632202212791,344.4342447514879
container_ship,2013,0,22.32,15.75,0.26,6.31,9.18,4.8,16.84,30703.4,6140.7,False,SV,1304.8,18771.120552661054,16954.961803304286,917288.5078159869,33883.428452214066,100979.91828468155,74419.43680763847,55969173.82005923,2533.4634977774876,1488.3887361527693
oil_tanker,1998,0,25.89,18.99,0.26,6.64,9.2,4.56,17.26,47059.3,9411.9,True,C3,1457.7,16397.669787235063,14682.057146204954,1281389.0653996957,37010.02794383846,99236.7398400637,40664.2072868969,61268516.15665035,2709.4650314600885,813.2841457379379
container_ship,1998,0,24.5,18.45,0.23,5.82,10.39,5.2,19.74,37605.7,7521.1,True,C3,72.4,17479.798496089003,15658.568017693158,1367893.0470926682,38970.992169315556,106327.96702586653,42266.82529884354,64540992.84118653,2812.98233888514,845.3365059768709
oil_tanker,2009,0,24.62,18.1,0.22,6.3,10.51,4.81,19.0,11207.3,2241.5,True,C3,111.5,3685.788064860019,3303.367653942083,229247.35691448674,8244.885892770177,22842.467507629408,9341.342799346969,13651259.767456118,604.3646375722303,186.82685598693936
bulk_carrier,1990,0,25.169999999999998,18.75,0.29,6.13,8.27,4.94,16.86,38937.5,7787.5,False,SV,1950.8,21809.29142777508,19560.14419087694,1459973.747256081,43304.37076282398,122920.22793982137,71264.86101122136,71599834.04706118,3092.081242967905,1425.2972202244275
reefer_ship,1992,0,17.15,10.66,0.22,6.27,10.92,4.83,18.11,20404.1,4080.8,False,C3,1601.8,12321.611887589524,11056.056129117806,802584.4731174797,23123.05529066184,63568.68793517521,44781.460243732305,38218737.161996774,1701.9998643011295,895.629204874646
container_ship,2000,0,22.25,14.96,0.23,7.06,10.46,4.29,19.19,22744.8,4549.0,True,SV,1081.6,9358.072723769725,8377.942603173224,644201.5604354639,21402.65274114585,54067.77354471649,20888.036902252697,35445676.0573836,1474.8924661570395,417.7607380450539
reefer_ship,1995,0,25.62,19.11,0.21,6.3,11.01,4.81,20.56,17176.7,3435.3,True,C3,1312.7,11436.968552814375,10235.755777446146,853961.9286395111,25470.930071683408,67314.53475990788,25661.50016222501,42193104.54166973,1798.8444886418047,513.2300032445003
general_cargo_ship,2024,0,20.62,14.3,0.23,6.09,10.21,4.97,16.37,5392.1,1078.4,False,SV,1302.1,2688.396405180143,2425.455774125052,27633.152305890384,5197.045687758668,15114.50520820668,9492.006076163241,8587030.405027492,374.7175560026236,189.84012152326483
ro_ro_ship,1990,0,20.98,14.89,0.21,5.88,11.15,5.15,17.56,15927.1,3185.4,False,C3,1011.5,7748.8280187315595,6951.832498297506,514603.84979394136,15210.874129922591,41188.36156196242,26173.897883580823,25141143.270924103,1091.1914387230531,523.4779576716164
container_ship,2001,0,29.93,23.99,0.23,5.71,10.36,5.3,15.46,36228.7,7245.7,False,C3,179.8,24952.065665038484,22457.91549078032,1518148.4036142717,51231.49354909905,136225.79512394613,74788.3831449887,84697792.5630341,3608.7134184273677,1495.7676628997738
oil_tanker,1991,0,17.23,10.81,0.25,6.17,9.53,4.91,16.35,22844.5,4568.9,False,C3,212.4,8218.75434224843,7383.365353993501,519145.2795996018,15071.549634384926,40945.814069160115,33208.80412765118,24871855.93426621,1106.4378230806403,664.1760825530235
general_cargo_ship,2020,0,21.71,15.52,0.25,5.94,9.38,5.1,16.97,30833.8,6166.8,True,C3,1438.9,12323.87721876634,11050.65048905781,147554.3465320778,27843.30128852465,74785.2467216164,30832.42753860573,46089338.39678378,2046.0980393347138,616.6485507721146
bulk_carrier,1999,0,28.119999999999997,21.95,0.24,5.93,9.97,5.11,16.19,27240.2,5448.0,True,SV,811.1,13543.940268797693,12122.901506838558,1093315.9959436608,31657.35169843691,78451.80388140978,31275.211862759097,52407222.18292132,2180.1833335776478,625.504237255182
ro_ro_ship,2013,0,18.28,12.83,0.28,5.17,8.51,5.86,15.04,27997.7,5599.5,False,C3,1183.0,12204.633875890417,11008.668031246802,637753.656919176,25228.04198891046,64380.8113843524,37646.41233317042,41636290.962467074,1761.4148619672483,752.9282466634083
general_cargo_ship,2008,0,21.07,14.15,0.22,6.7,10.58,4.52,18.1,9207.8,1841.6,False,C3,310.5,4681.439174115914,4223.358800910894,270846.52354402817,8719.623849868825,23779.498942806204,17315.702388352285,14410174.183249371,643.815506784985,346.3140477670457
bulk_carrier,1993,0,19.3,12.37,0.3,6.63,7.99,4.57,15.42,5985.2,1197.0,False,SV,696.3,2846.2503382638606,2554.661925810655,185452.37654438592,5450.095159398581,15884.291099785687,10334.30388932555,9003699.154855173,393.86204636266604,206.686077786511
container_ship,1996,0,29.369999999999997,21.13,0.29,7.95,8.03,3.81,13.4,25225.9,5045.2,False,SV,1765.3,19994.98589682395,17949.49955600453,1276968.8679971076,36388.83031177787,108365.84560761356,77849.29079193517,60114781.260229394,2712.3809711506156,1556.9858158387033
general_cargo_ship,2012,0,20.83,14.42,0.24,6.17,9.98,4.91,17.53,45957.9,9191.6,True,SV,852.9,16870.15860757568,15109.822834234315,1048491.29675903,39532.05916268506,97244.55535278958,39203.401815070494,65442709.321467735,2720.3693182115326,784.0680363014098
reefer_ship,2022,0,25.060000000000002,18.15,0.26,6.65,9.11,4.55,15.79,15973.4,3194.7,True,SV,1775.9,10367.787093429519,9282.714112437847,121527.01312252073,23821.612867679785,59892.30678683355,23312.145947896137,39448514.5071402,1641.0649593215608,466.2429189579227
container_ship,1992,0,22.73,17.3,0.24,5.19,9.65,5.83,18.92,13223.3,2644.7,False,SV,86.2,7132.152294179797,6421.569001358618,502749.33028746996,13980.293779666843,42738.77513806184,25928.87638148256,23118257.68205432,1013.9314123388606,518.5775276296513
container_ship,2014,0,24.97,18.39,0.25,6.33,9.37,4.78,19.13,29669.6,5933.9,False,SV,303.7,17610.65655061169,15862.016181979203,894193.2182539888,33938.982392891645,96996.69113781795,60035.61679454932,56122926.856841564,2469.676507558636,1200.7123358909864
oil_tanker,1993,0,21.27,14.28,0.25,6.74,9.47,4.49,16.61,27806.4,5561.3,True,C3,274.7,8150.618577615377,7299.482771718711,649109.1885243626,18517.676264179063,49954.94296149115,21052.37098328922,30645670.499232233,1374.782510129888,421.04741966578433
container_ship,2022,0,19.6,13.45,0.22,5.93,10.55,5.11,15.71,17731.3,3546.3,True,SV,853.6,6676.882503331477,5983.814027037509,86774.73986347979,15962.84464195509,39060.42340060752,15965.539946352948,26414021.515240133,1098.8221512442908,319.310798927059
bulk_carrier,2016,0,17.77,12.01,0.24,5.52,9.98,5.49,16.81,15125.3,3025.1,True,SV,920.9,4838.05477927764,4335.813146540395,64264.54744795333,11662.54679962888,27830.736331969267,11763.80960429859,19296748.089808617,801.9943393974456,235.27619208597181
ro_ro_ship,2004,0,25.32,19.48,0.25,5.59,9.29,5.42,14.35,27719.0,5543.8,False,C3,1397.5,16083.609077964857,14494.828979422222,974890.5355731762,33034.91276830913,86812.59991896115,49459.00616713452,54563545.31603413,2317.362748493616,989.1801233426902
other_ship,1991,0,23.54,17.19,0.27,6.08,8.74,4.98,13.86,10971.7,2194.3,False,SV,952.8,5935.700626138167,5324.857432914173,403034.38127124566,12187.078072965982,34015.40565307437,18282.52100025438,20128661.10742635,855.0328864089489,365.6504200050876
container_ship,2002,0,23.4,17.49,0.23,5.68,10.23,5.33,15.94,19215.2,3843.0,False,C3,1384.9,10718.769476936302,9655.011813518953,647103.795107383,21772.917425441374,58024.04653049633,33456.41145366546,35983310.54432598,1538.1975457470583,669.1282290733093
container_ship,2002,0,22.78,15.44,0.23,7.11,10.39,4.26,20.26,33688.7,6737.7,True,C3,318.2,14396.965495216828,12894.075286473766,962181.3903603117,32141.150911951583,85202.98181589732,32983.34707353316,53235749.24059568,2287.1524852827083,659.6669414706632
ro_ro_ship,2005,0,28.56,22.2,0.23,6.13,10.2,4.94,17.97,34551.6,6910.3,True,C3,94.4,17661.41891713241,15823.1645333064,1238390.4229188662,39404.959523879785,107885.44089059257,43127.33374407925,65255812.10207601,2852.985579789195,862.546674881585
container_ship,2023,0,20.57,14.2,0.27,6.1,8.8,4.96,17.29,11750.8,2350.2,False,SV,282.4,6766.713123765239,6114.545074640756,67543.88075869624,12083.334893263022,36324.85522300789,27448.411489964405,19956030.71380143,907.1822970269965,548.9682297992881
cruise_ship,2002,0,29.629999999999995,23.15,0.24,6.24,9.75,4.85,15.39,5705.3,1141.1,False,SV,1050.8,6106.54593640012,5487.981906122035,373934.08688564226,12594.710624821324,34807.90949679831,17500.604309396163,20840785.212147582,888.8597147281662,350.0120861879233
oil_tanker,2018,0,18.85,11.72,0.26,6.87,8.92,4.41,15.68,35875.4,7175.1,True,SV,950.6,8985.043371085896,8052.693994437831,121428.99822428174,21816.880311901616,51599.57299203356,22143.217382172286,36094816.24003521,1498.2906970533586,442.86434764344574
ro_ro_ship,1990,0,29.8,23.73,0.21,5.86,11.46,5.17,18.73,29989.6,5997.9,False,C3,358.5,20518.44686528115,18406.418446077616,1349668.3867646647,39091.986236531025,106962.16118041005,71883.01835517919,64629952.095915355,2859.6548572390357,1437.660367103584
cruise_ship,2012,0,16.869999999999997,10.91,0.28,5.68,8.47,5.33,14.38,43038.8,8607.8,False,SV,1769.8,28212.923980750937,25396.956424904605,1484847.2603080636,58614.761997137786,161924.1520748468,82617.39737986197,96867176.35568425,4101.006718946081,1652.3479475972395
cruise_ship,1994,0,23.64,17.62,0.26,5.76,9.11,5.26,16.89,11018.1,2203.6,False,SV,481.5,9561.062307062166,8569.43152550538,655222.8321530585,19577.604509258697,54240.32819663064,28147.63401669034,32391423.06074703,1384.570160966568,562.9526803338068
reefer_ship,2015,0,25.73,19.96,0.21,5.56,11.11,5.45,19.78,49334.1,9866.8,False,C3,1699.3,40311.71208818036,36273.24534388354,2074366.007869334,79381.63337583131,213900.7556349281,129428.75571462911,131314828.68090147,5729.201355067685,2588.575114292582
oil_tanker,2010,0,17.35,11.59,0.23,5.53,10.36,5.48,17.13,49882.0,9976.4,False,C3,1656.1,18600.66878521012,16837.76542607134,901130.7712915014,33793.883949674695,93633.28502779925,76775.68141686395,55756626.90492088,2488.8373683289087,1535.513628337279
ro_ro_ship,2003,0,18.590000000000003,12.46,0.23,5.9,10.39,5.13,16.11,27787.4,5557.5,True,C3,399.5,9822.58610174472,8815.234591511187,702857.4339056812,22387.26829450897,60558.41947207464,25762.082577331763,37042273.023310214,1670.726687152849,515.2416515466352
reefer_ship,2019,0,24.069999999999997,17.9,0.24,5.93,9.69,5.11,14.76,37845.5,7569.1,False,SV,788.2,28892.056458816747,25997.6189426769,302617.11889459664,59483.17756293641,165533.94053142503,85670.15026756423,98350271.73642646,4186.534958052809,1713.4030053512852
bulk_carrier,2004,0,26.71,20.42,0.22,6.07,10.53,4.99,19.81,22327.1,4465.4,False,C3,916.6,13251.349470389046,11934.2724651311,783332.8384386803,25615.444072849463,69356.01809284443,44798.87529623078,42355387.242702745,1862.020681534568,895.9775059246155
general_cargo_ship,2022,0,24.48,18.08,0.21,6.19,11.21,4.89,20.73,47582.5,9516.5,False,SV,1815.7,25401.519025860896,22867.685775219645,259401.48414701383,49582.733587951574,140260.93057529864,83646.52819209463,82006420.46376884,3591.159235532077,1672.9305638418923
container_ship,1999,0,27.060000000000002,19.79,0.26,7.01,9.21,4.32,16.87,40062.6,8012.5,False,C3,1932.6,26406.426843065925,23687.787044268138,1737849.3998464453,50365.28872590086,136789.68456949553,92346.45576000055,83270071.09956406,3681.77678515507,1846.929115200011
container_ship,2004,0,22.6,15.6,0.24,6.76,10.0,4.48,19.41,40568.9,8113.8,True,SV,1113.6,16935.55949112849,15161.424347733158,1167228.9439998497,38734.8889551531,97453.0988494869,37853.57484286592,64150766.67400197,2669.173876245798,757.0714968573184
container_ship,2010,0,17.91,12.02,0.23,5.66,10.06,5.35,17.68,32688.3,6537.7,True,SV,1742.6,11069.836514473043,9916.894853344726,702064.339502644,26208.2780264756,63505.92170932083,26147.357775682318,43377943.444359176,1803.4693554542087,522.9471555136463
reefer_ship,2017,0,17.86,10.91,0.22,6.73,10.88,4.5,19.18,49574.0,9914.8,False,SV,700.8,28608.39201513423,25753.81839038229,292383.9202687803,55923.39566032353,157882.67353215153,93782.44081126925,92494182.57513359,4048.336355404088,1875.648816225385
ro_ro_ship,2021,0,25.68,20.09,0.21,5.38,11.08,5.63,21.05,25570.3,5114.1,True,SV,1609.0,11418.442085098675,10222.786556042633,133172.2978075136,26179.910838023556,65647.47010980044,25607.891637928748,43355859.314923376,1803.5523264404537,512.1578327585751
ro_ro_ship,1992,0,29.83,22.88,0.22,6.73,10.79,4.5,17.99,43587.3,8717.5,False,C3,1746.1,28770.01679568876,25801.447895568992,1914828.8196528787,55811.57349167076,151874.24007383696,96232.09576542219,92298029.39967154,4053.3265197866276,1924.6419153084435
cruise_ship,1997,0,24.880000000000003,18.2,0.26,6.42,8.96,4.72,17.31,32719.8,6544.0,True,C3,1258.1,25580.924426754053,22895.698715515697,1923682.3230988614,57085.76876583846,151192.4070172667,58320.50834588018,94554675.02297224,4054.5762475353777,1166.4101669176039
general_cargo_ship,2012,0,16.990000000000002,10.46,0.25,6.28,9.33,4.82,17.67,48755.9,9751.2,False,SV,1551.0,22879.81895102103,20692.96453311025,1097734.4953012606,40033.65140754284,121836.96928714377,96581.61895595923,66079227.18967636,3031.838129879672,1931.6323791191846
cruise_ship,2019,0,27.48,21.16,0.18,6.14,12.84,4.93,21.48,49675.1,9935.0,True,SV,755.6,41932.063167266715,37529.032295026074,461394.91888013046,94155.73342364316,243406.99506696846,90645.48796401676,155984095.01639292,6496.247055994454,1812.9097592803353
general_cargo_ship,2012,0,21.29,14.17,0.25,6.87,9.41,4.41,14.91,11910.8,2382.2,True,C3,849.4,4738.231378298777,4250.331734804223,287151.3827147866,10750.100937236239,28948.128322894718,12050.422480822568,17791317.64964541,793.0847713075059,241.00844961645134
container_ship,2020,0,20.18,14.27,0.24,5.67,9.81,5.34,17.73,21312.8,4262.6,True,SV,1666.9,8090.926860082503,7247.11583219567,100571.64929407024,18998.994785626634,46365.53457232369,18866.712324568492,31450170.59988563,1307.8766014047299,377.3342464913698
oil_tanker,2020,0,29.51,23.51,0.29,5.71,8.03,5.3,14.39,32874.0,6574.8,False,C3,1810.3,16740.19281951631,15093.484103627836,176770.84547723562,34173.516980397544,88836.92822205441,52826.41958748861,56420091.598410726,2399.017292839936,1056.5283917497723
general_cargo_ship,1992,0,21.58,15.28,0.2,6.1,12.02,4.96,20.95,46588.7,9317.7,False,C3,1361.7,22569.82049280029,20243.378060766037,1495436.4435702297,43487.65853511815,117522.47413241219,76848.06823415532,71908830.17771378,3166.841758836111,1536.9613646831062
reefer_ship,2019,0,22.04,14.2,0.27,7.57,8.73,4.0,14.44,44190.8,8838.2,False,SV,1805.3,34770.585677896466,31365.68616298391,351233.1514141136,64810.6659510489,189900.6639068523,128375.65776981413,107110964.54333252,4783.520664515882,2567.513155396283
ro_ro_ship,1995,0,17.15,10.51,0.22,6.42,10.57,4.72,17.37,27032.0,5406.4,False,C3,1966.0,12857.222546366429,11548.840363978217,801365.7315284784,22519.383020301488,63291.85007789994,54092.17345044996,37175664.60504797,1706.0469093398392,1081.8434690089991
general_cargo_ship,2002,0,17.13,11.12,0.21,5.8,11.18,5.22,18.27,12711.7,2542.3,False,SV,493.4,6153.685141868437,5567.514832328723,341859.53359598794,10688.924992972848,32868.55551952248,26295.545321815545,17643242.555562515,812.6169241216107,525.9109064363108
reefer_ship,2024,0,29.18,22.79,0.26,6.13,8.94,4.94,18.46,14897.0,2979.4,False,C3,328.2,13490.784670210936,12133.140831881718,138175.07520256127,26840.963221570804,72253.70768162975,42117.92611712335,44408919.386317566,1928.5675942993373,842.358522342467
container_ship,1999,0,27.73,21.09,0.21,6.43,11.18,4.71,20.95,5256.0,1051.2,False,C3,1381.8,3202.13372576675,2870.0958197057794,217839.979526681,6425.664415241854,17212.536326976136,9746.906247338022,10631198.487822402,460.24582248498103,194.93812494676044
general_cargo_ship,2003,0,27.76,21.6,0.22,5.94,10.52,5.1,16.88,20624.7,4124.9,False,SV,1011.5,12683.359409203447,11421.945554484453,759312.2700658697,25295.12248156081,71775.66690471166,40791.24723780708,41824974.87837373,1804.922609172969,815.8249447561418
general_cargo_ship,2018,0,19.15,10.52,0.24,8.39,9.75,3.61,18.24,40621.4,8124.3,True,C3,1912.1,13827.829981578136,12388.035972156897,157316.75195959635,30973.784766357032,82355.33603881043,32356.90603274133,51294286.2092863,2219.5693564131907,647.1381206548265
cruise_ship,2022,0,25.43,18.88,0.22,6.33,10.73,4.78,16.64,24088.4,4817.7,True,C3,1554.8,19382.418955295394,17361.2086271594,217528.671990099,43345.93297472788,114907.6035723692,44498.908720610736,71789530.15423696,3082.2030433972586,889.9781744122147
oil_tanker,2024,0,17.83,11.93,0.22,5.68,10.87,5.33,19.92,12182.0,2436.4,True,C3,898.1,2983.02081516166,2675.7427231240936,36490.58460320413,6770.444759731085,18259.42894375393,7689.214183384896,11205169.338176467,502.6253291803538,153.78428366769793
cruise_ship,2002,0,19.720000000000002,14.39,0.22,5.11,10.68,5.92,19.85,21796.8,4359.4,False,C3,552.4,15610.239798233099,14030.76192128392,953863.2891223845,32105.239095925295,85337.46738808135,45234.894415825795,53123213.023752764,2267.3799495532094,904.6978883165159
general_cargo_ship,1999,0,27.18,20.93,0.23,6.02,10.05,5.03,15.68,19660.7,3932.1,False,SV,899.4,12475.974530610412,11193.212853251123,826510.2433522854,24408.964324858705,70314.96634158223,42549.26096668937,40342593.07275134,1752.7557612463845,850.9852193337874
reefer_ship,2006,0,18.86,13.04,0.25,5.57,9.53,5.44,18.3,30906.3,6181.3,True,C3,979.4,15563.599055282833,13946.894115683142,1062973.3416651217,34940.79667831421,93214.09127450947,37239.029528288534,57856160.86202194,2526.739910515453,744.7805905657708
ro_ro_ship,1995,0,21.81,16.11,0.24,5.46,9.74,5.55,17.81,8657.2,1731.4,False,C3,615.9,4431.793837601361,3976.338748206578,292624.15506545216,8634.37702862655,23231.28262158243,15314.896485820109,14269957.974874252,620.6510935301601,306.29792971640217
cruise_ship,2010,0,19.21,13.29,0.22,5.7,10.95,5.31,19.2,39548.7,7909.7,False,C3,730.1,29904.177984703965,26926.917291043224,1525280.2889661626,58017.535370491736,156873.37261181005,99968.85318719581,95950189.85723144,4212.678893335115,1999.3770637439166
oil_tanker,1998,0,26.57,20.76,0.23,5.58,10.33,5.43,17.01,24737.3,4947.5,False,C3,1447.9,12096.888284829953,10858.423724365037,787126.9328574636,23099.121702976146,63046.733031263946,44171.461663971044,38156802.06366092,1672.2460608156396,883.4292332794209
reefer_ship,2004,0,26.1,20.96,0.26,4.88,8.91,6.21,16.62,7739.2,1547.8,True,C3,1099.6,5453.418571627401,4888.060176461568,374387.8523490006,12281.352396257465,32806.36075995866,13203.381973022844,20333349.34090223,889.9383375509032,264.0676394604569
general_cargo_ship,2020,0,25.75,19.83,0.28,5.64,8.5,5.37,15.33,18481.1,3696.2,True,C3,1853.5,8896.604042661962,7980.509908096565,108679.51849621226,20196.456935407048,54474.10608016515,22856.309670871804,33424758.710094642,1496.8849664223676,457.12619341743607
container_ship,1990,0,24.18,17.37,0.24,6.57,9.73,4.61,17.46,39829.2,7965.8,True,C3,1344.6,18424.95883220625,16494.36791330725,1413279.1119671334,41370.89104466369,110280.12965664826,43904.707009669466,68504611.71819344,2983.9418876393083,878.0941401933892
ro_ro_ship,2004,0,19.82,13.33,0.22,6.27,10.61,4.83,15.74,11695.0,2339.0,True,C3,1608.5,4373.748765156022,3924.3604758119563,309576.4768287617,9945.45614581431,26819.899564673375,11238.923148577027,16457647.149256866,735.8785104945974,224.77846297154053
reefer_ship,1991,0,17.41,11.06,0.22,6.13,10.9,4.94,20.1,35755.4,7151.1,True,SV,1854.4,16040.09018753939,14354.646618805116,1245551.7847886197,36692.40873087548,92546.03609250486,35847.514493461786,60767675.888813645,2528.344657077179,716.9502898692357
bulk_carrier,1998,0,18.34,12.17,0.21,5.96,11.2,5.08,19.39,46356.8,9271.4,False,SV,469.9,21565.554716922117,19359.72086245047,1377070.896078449,39242.6480034774,116060.47804152142,83989.08979227174,64827948.11647073,2925.238507875986,1679.7817958454348
other_ship,1999,0,20.96,14.54,0.25,6.17,9.44,4.91,16.89,8500.3,1700.1,False,SV,1587.8,4854.131657990933,4359.6525273607895,303436.12113614497,8546.115445131787,25884.291683175834,20230.355504119194,14107888.226091694,645.6593381112275,404.60711008238377
ro_ro_ship,1993,0,29.32,23.18,0.24,5.9,9.73,5.13,18.22,23131.2,4626.2,False,C3,670.1,15862.104553308121,14231.39075219825,1035729.9106521747,29896.67364507503,81587.42674617312,57116.088587906466,49415015.64156595,2195.4470054206868,1142.3217717581292
oil_tanker,1997,0,19.89,12.73,0.22,6.94,10.5,4.36,16.69,29504.4,5900.9,True,SV,626.8,7755.631150294482,6943.0208372008965,648110.8514032227,18495.99482362476,45642.82823229802,18461.29654996033,30607823.496197067,1272.5640043743988,369.22593099920664
other_ship,2010,0,24.13,17.95,0.21,5.97,11.35,5.07,18.64,7669.2,1533.8,False,SV,1377.8,4471.2338519817895,4033.7419597083835,222535.8245337043,8322.108473835775,24409.021283830472,16564.409912742412,13753238.196327606,614.6227534740405,331.2881982548482
container_ship,2012,0,21.05,13.94,0.21,6.9,11.03,4.39,16.46,11925.3,2385.1,False,SV,1327.6,6814.527828712912,6154.046272722571,335003.2851968104,12415.920508530919,36952.19443442742,26478.019891484946,20510068.8700598,925.2471686388096,529.560397829699
container_ship,2016,0,16.55,10.18,0.25,6.12,9.47,4.95,15.88,40123.3,8024.7,False,SV,673.3,18398.57425302225,16622.694021819927,188086.74666132304,34639.12583426918,102871.6783429516,69715.60671801926,57200212.165095255,2519.8142383647573,1394.3121343603852
general_cargo_ship,1996,0,19.68,13.8,0.23,5.65,10.1,5.36,17.32,38091.4,7618.3,False,SV,1981.2,18215.338970554625,16347.377707027445,1193072.7864024092,35093.68335677394,101544.83966331513,64910.55510578133,57982854.43239423,2532.856833363475,1298.2111021156268
oil_tanker,2015,0,28.799999999999997,22.75,0.24,5.81,9.98,5.21,17.88,45647.4,9129.5,True,SV,1006.4,17076.772040411946,15294.961887373556,1064531.2661009121,40055.63495030199,98083.46826644686,39796.65632617829,66308642.71270126,2756.048630089765,795.9331265235656
oil_tanker,2007,0,26.39,20.28,0.23,5.88,10.16,5.15,16.23,24866.1,4973.2,False,C3,232.0,12254.238530460065,11065.639857834925,710659.6201008488,23299.07525675213,63677.11294231552,45265.60200474685,38482660.84780776,1689.2728674528375,905.312040094937
reefer_ship,2000,0,19.77,13.39,0.26,6.12,9.22,4.95,18.31,5446.6,1089.3,False,SV,932.3,3654.243995657545,3293.084716300523,214057.60982597363,6958.364660210838,20041.168840061513,12837.57413886438,11504469.676676515,508.8254659797734,256.7514827772876
